image,category,original,generated
original/inpainting/1171_original.png,0,1,0
generated/inpainting/1171_inpainting.png,0,0,1
original/inpainting/1176_original.png,0,1,0
generated/inpainting/1176_inpainting.png,0,0,1
original/inpainting/1188_original.png,0,1,0
generated/inpainting/1188_inpainting.png,0,0,1
original/inpainting/1195_original.png,0,1,0
generated/inpainting/1195_inpainting.png,0,0,1
original/inpainting/1210_original.png,0,1,0
generated/inpainting/1210_inpainting.png,0,0,1
original/inpainting/1212_original.png,0,1,0
generated/inpainting/1212_inpainting.png,0,0,1
original/inpainting/1217_original.png,0,1,0
generated/inpainting/1217_inpainting.png,0,0,1
original/inpainting/1224_original.png,0,1,0
generated/inpainting/1224_inpainting.png,0,0,1
original/inpainting/1226_original.png,0,1,0
generated/inpainting/1226_inpainting.png,0,0,1
original/inpainting/1234_original.png,0,1,0
generated/inpainting/1234_inpainting.png,0,0,1
original/inpainting/1244_original.png,0,1,0
generated/inpainting/1244_inpainting.png,0,0,1
original/inpainting/1251_original.png,0,1,0
generated/inpainting/1251_inpainting.png,0,0,1
original/inpainting/1260_original.png,0,1,0
generated/inpainting/1260_inpainting.png,0,0,1
original/inpainting/1264_original.png,0,1,0
generated/inpainting/1264_inpainting.png,0,0,1
original/inpainting/1272_original.png,0,1,0
generated/inpainting/1272_inpainting.png,0,0,1
original/inpainting/1273_original.png,0,1,0
generated/inpainting/1273_inpainting.png,0,0,1
original/inpainting/1279_original.png,0,1,0
generated/inpainting/1279_inpainting.png,0,0,1
original/inpainting/1281_original.png,0,1,0
generated/inpainting/1281_inpainting.png,0,0,1
original/inpainting/1307_original.png,0,1,0
generated/inpainting/1307_inpainting.png,0,0,1
original/inpainting/1310_original.png,0,1,0
generated/inpainting/1310_inpainting.png,0,0,1
original/inpainting/1311_original.png,0,1,0
generated/inpainting/1311_inpainting.png,0,0,1
original/inpainting/1319_original.png,0,1,0
generated/inpainting/1319_inpainting.png,0,0,1
original/inpainting/1321_original.png,0,1,0
generated/inpainting/1321_inpainting.png,0,0,1
original/inpainting/1332_original.png,0,1,0
generated/inpainting/1332_inpainting.png,0,0,1
original/inpainting/1336_original.png,0,1,0
generated/inpainting/1336_inpainting.png,0,0,1
original/inpainting/1338_original.png,0,1,0
generated/inpainting/1338_inpainting.png,0,0,1
original/inpainting/1344_original.png,0,1,0
generated/inpainting/1344_inpainting.png,0,0,1
original/inpainting/1362_original.png,0,1,0
generated/inpainting/1362_inpainting.png,0,0,1
original/inpainting/1363_original.png,0,1,0
generated/inpainting/1363_inpainting.png,0,0,1
original/inpainting/1368_original.png,0,1,0
generated/inpainting/1368_inpainting.png,0,0,1
original/inpainting/1379_original.png,0,1,0
generated/inpainting/1379_inpainting.png,0,0,1
original/inpainting/1382_original.png,0,1,0
generated/inpainting/1382_inpainting.png,0,0,1
original/inpainting/1391_original.png,0,1,0
generated/inpainting/1391_inpainting.png,0,0,1
original/inpainting/1392_original.png,0,1,0
generated/inpainting/1392_inpainting.png,0,0,1
original/inpainting/1393_original.png,0,1,0
generated/inpainting/1393_inpainting.png,0,0,1
original/inpainting/1394_original.png,0,1,0
generated/inpainting/1394_inpainting.png,0,0,1
original/inpainting/1396_original.png,0,1,0
generated/inpainting/1396_inpainting.png,0,0,1
original/inpainting/1407_original.png,0,1,0
generated/inpainting/1407_inpainting.png,0,0,1
original/inpainting/1415_original.png,0,1,0
generated/inpainting/1415_inpainting.png,0,0,1
original/inpainting/1416_original.png,0,1,0
generated/inpainting/1416_inpainting.png,0,0,1
original/inpainting/1418_original.png,0,1,0
generated/inpainting/1418_inpainting.png,0,0,1
original/inpainting/1424_original.png,0,1,0
generated/inpainting/1424_inpainting.png,0,0,1
original/inpainting/1427_original.png,0,1,0
generated/inpainting/1427_inpainting.png,0,0,1
original/inpainting/1447_original.png,0,1,0
generated/inpainting/1447_inpainting.png,0,0,1
original/inpainting/1456_original.png,0,1,0
generated/inpainting/1456_inpainting.png,0,0,1
original/inpainting/1460_original.png,0,1,0
generated/inpainting/1460_inpainting.png,0,0,1
original/inpainting/1461_original.png,0,1,0
generated/inpainting/1461_inpainting.png,0,0,1
original/inpainting/1466_original.png,0,1,0
generated/inpainting/1466_inpainting.png,0,0,1
original/inpainting/1471_original.png,0,1,0
generated/inpainting/1471_inpainting.png,0,0,1
original/inpainting/1477_original.png,0,1,0
generated/inpainting/1477_inpainting.png,0,0,1
original/inpainting/2000_original.png,0,1,0
generated/inpainting/2000_inpainting.png,0,0,1
original/inpainting/2001_original.png,0,1,0
generated/inpainting/2001_inpainting.png,0,0,1
original/inpainting/2004_original.png,0,1,0
generated/inpainting/2004_inpainting.png,0,0,1
original/inpainting/2006_original.png,0,1,0
generated/inpainting/2006_inpainting.png,0,0,1
original/inpainting/2007_original.png,0,1,0
generated/inpainting/2007_inpainting.png,0,0,1
original/inpainting/2008_original.png,0,1,0
generated/inpainting/2008_inpainting.png,0,0,1
original/inpainting/2009_original.png,0,1,0
generated/inpainting/2009_inpainting.png,0,0,1
original/inpainting/2010_original.png,0,1,0
generated/inpainting/2010_inpainting.png,0,0,1
original/inpainting/2011_original.png,0,1,0
generated/inpainting/2011_inpainting.png,0,0,1
original/inpainting/2012_original.png,0,1,0
generated/inpainting/2012_inpainting.png,0,0,1
original/inpainting/2013_original.png,0,1,0
generated/inpainting/2013_inpainting.png,0,0,1
original/inpainting/2014_original.png,0,1,0
generated/inpainting/2014_inpainting.png,0,0,1
original/inpainting/2101_original.png,0,1,0
generated/inpainting/2101_inpainting.png,0,0,1
original/inpainting/2102_original.png,0,1,0
generated/inpainting/2102_inpainting.png,0,0,1
original/inpainting/2103_original.png,0,1,0
generated/inpainting/2103_inpainting.png,0,0,1
original/inpainting/2104_original.png,0,1,0
generated/inpainting/2104_inpainting.png,0,0,1
original/inpainting/2106_original.png,0,1,0
generated/inpainting/2106_inpainting.png,0,0,1
original/inpainting/2107_original.png,0,1,0
generated/inpainting/2107_inpainting.png,0,0,1
original/inpainting/2108_original.png,0,1,0
generated/inpainting/2108_inpainting.png,0,0,1
original/inpainting/2109_original.png,0,1,0
generated/inpainting/2109_inpainting.png,0,0,1
original/inpainting/2110_original.png,0,1,0
generated/inpainting/2110_inpainting.png,0,0,1
original/inpainting/2111_original.png,0,1,0
generated/inpainting/2111_inpainting.png,0,0,1
original/inpainting/2114_original.png,0,1,0
generated/inpainting/2114_inpainting.png,0,0,1
original/inpainting/2116_original.png,0,1,0
generated/inpainting/2116_inpainting.png,0,0,1
original/inpainting/2117_original.png,0,1,0
generated/inpainting/2117_inpainting.png,0,0,1
original/inpainting/2118_original.png,0,1,0
generated/inpainting/2118_inpainting.png,0,0,1
original/inpainting/2124_original.png,0,1,0
generated/inpainting/2124_inpainting.png,0,0,1
original/inpainting/2126_original.png,0,1,0
generated/inpainting/2126_inpainting.png,0,0,1
original/inpainting/2127_original.png,0,1,0
generated/inpainting/2127_inpainting.png,0,0,1
original/inpainting/2132_original.png,0,1,0
generated/inpainting/2132_inpainting.png,0,0,1
original/inpainting/2133_original.png,0,1,0
generated/inpainting/2133_inpainting.png,0,0,1
original/inpainting/2134_original.png,0,1,0
generated/inpainting/2134_inpainting.png,0,0,1
original/inpainting/2136_original.png,0,1,0
generated/inpainting/2136_inpainting.png,0,0,1
original/inpainting/2137_original.png,0,1,0
generated/inpainting/2137_inpainting.png,0,0,1
original/inpainting/2138_original.png,0,1,0
generated/inpainting/2138_inpainting.png,0,0,1
original/inpainting/2142_original.png,0,1,0
generated/inpainting/2142_inpainting.png,0,0,1
original/inpainting/2143_original.png,0,1,0
generated/inpainting/2143_inpainting.png,0,0,1
original/inpainting/2144_original.png,0,1,0
generated/inpainting/2144_inpainting.png,0,0,1
original/inpainting/2147_original.png,0,1,0
generated/inpainting/2147_inpainting.png,0,0,1
original/inpainting/2148_original.png,0,1,0
generated/inpainting/2148_inpainting.png,0,0,1
original/inpainting/2150_original.png,0,1,0
generated/inpainting/2150_inpainting.png,0,0,1
original/inpainting/2151_original.png,0,1,0
generated/inpainting/2151_inpainting.png,0,0,1
original/inpainting/2153_original.png,0,1,0
generated/inpainting/2153_inpainting.png,0,0,1
original/inpainting/2155_original.png,0,1,0
generated/inpainting/2155_inpainting.png,0,0,1
original/inpainting/2156_original.png,0,1,0
generated/inpainting/2156_inpainting.png,0,0,1
original/inpainting/2157_original.png,0,1,0
generated/inpainting/2157_inpainting.png,0,0,1
original/inpainting/2158_original.png,0,1,0
generated/inpainting/2158_inpainting.png,0,0,1
original/inpainting/2159_original.png,0,1,0
generated/inpainting/2159_inpainting.png,0,0,1
original/inpainting/2160_original.png,0,1,0
generated/inpainting/2160_inpainting.png,0,0,1
original/inpainting/2161_original.png,0,1,0
generated/inpainting/2161_inpainting.png,0,0,1
original/inpainting/2162_original.png,0,1,0
generated/inpainting/2162_inpainting.png,0,0,1
original/inpainting/2163_original.png,0,1,0
generated/inpainting/2163_inpainting.png,0,0,1
original/inpainting/2165_original.png,0,1,0
generated/inpainting/2165_inpainting.png,0,0,1
original/inpainting/2166_original.png,0,1,0
generated/inpainting/2166_inpainting.png,0,0,1
original/inpainting/2171_original.png,0,1,0
generated/inpainting/2171_inpainting.png,0,0,1
original/inpainting/2172_original.png,0,1,0
generated/inpainting/2172_inpainting.png,0,0,1
original/inpainting/2175_original.png,0,1,0
generated/inpainting/2175_inpainting.png,0,0,1
original/inpainting/2176_original.png,0,1,0
generated/inpainting/2176_inpainting.png,0,0,1
original/inpainting/2178_original.png,0,1,0
generated/inpainting/2178_inpainting.png,0,0,1
original/inpainting/2182_original.png,0,1,0
generated/inpainting/2182_inpainting.png,0,0,1
original/inpainting/2184_original.png,0,1,0
generated/inpainting/2184_inpainting.png,0,0,1
original/inpainting/2187_original.png,0,1,0
generated/inpainting/2187_inpainting.png,0,0,1
original/inpainting/2192_original.png,0,1,0
generated/inpainting/2192_inpainting.png,0,0,1
original/inpainting/2194_original.png,0,1,0
generated/inpainting/2194_inpainting.png,0,0,1
original/inpainting/2196_original.png,0,1,0
generated/inpainting/2196_inpainting.png,0,0,1
original/inpainting/2197_original.png,0,1,0
generated/inpainting/2197_inpainting.png,0,0,1
original/inpainting/2199_original.png,0,1,0
generated/inpainting/2199_inpainting.png,0,0,1
original/inpainting/2201_original.png,0,1,0
generated/inpainting/2201_inpainting.png,0,0,1
original/inpainting/2205_original.png,0,1,0
generated/inpainting/2205_inpainting.png,0,0,1
original/inpainting/2206_original.png,0,1,0
generated/inpainting/2206_inpainting.png,0,0,1
original/inpainting/2212_original.png,0,1,0
generated/inpainting/2212_inpainting.png,0,0,1
original/inpainting/2213_original.png,0,1,0
generated/inpainting/2213_inpainting.png,0,0,1
original/inpainting/2214_original.png,0,1,0
generated/inpainting/2214_inpainting.png,0,0,1
original/inpainting/2215_original.png,0,1,0
generated/inpainting/2215_inpainting.png,0,0,1
original/inpainting/2216_original.png,0,1,0
generated/inpainting/2216_inpainting.png,0,0,1
original/inpainting/2217_original.png,0,1,0
generated/inpainting/2217_inpainting.png,0,0,1
original/inpainting/2218_original.png,0,1,0
generated/inpainting/2218_inpainting.png,0,0,1
original/inpainting/2219_original.png,0,1,0
generated/inpainting/2219_inpainting.png,0,0,1
original/inpainting/2220_original.png,0,1,0
generated/inpainting/2220_inpainting.png,0,0,1
original/inpainting/2221_original.png,0,1,0
generated/inpainting/2221_inpainting.png,0,0,1
original/inpainting/2222_original.png,0,1,0
generated/inpainting/2222_inpainting.png,0,0,1
original/inpainting/2223_original.png,0,1,0
generated/inpainting/2223_inpainting.png,0,0,1
original/inpainting/2224_original.png,0,1,0
generated/inpainting/2224_inpainting.png,0,0,1
original/inpainting/2226_original.png,0,1,0
generated/inpainting/2226_inpainting.png,0,0,1
original/inpainting/2227_original.png,0,1,0
generated/inpainting/2227_inpainting.png,0,0,1
original/inpainting/2230_original.png,0,1,0
generated/inpainting/2230_inpainting.png,0,0,1
original/inpainting/2231_original.png,0,1,0
generated/inpainting/2231_inpainting.png,0,0,1
original/inpainting/2232_original.png,0,1,0
generated/inpainting/2232_inpainting.png,0,0,1
original/inpainting/2234_original.png,0,1,0
generated/inpainting/2234_inpainting.png,0,0,1
original/inpainting/2235_original.png,0,1,0
generated/inpainting/2235_inpainting.png,0,0,1
original/inpainting/2236_original.png,0,1,0
generated/inpainting/2236_inpainting.png,0,0,1
original/inpainting/2238_original.png,0,1,0
generated/inpainting/2238_inpainting.png,0,0,1
original/inpainting/2243_original.png,0,1,0
generated/inpainting/2243_inpainting.png,0,0,1
original/inpainting/2244_original.png,0,1,0
generated/inpainting/2244_inpainting.png,0,0,1
original/inpainting/2246_original.png,0,1,0
generated/inpainting/2246_inpainting.png,0,0,1
original/inpainting/2249_original.png,0,1,0
generated/inpainting/2249_inpainting.png,0,0,1
original/inpainting/2250_original.png,0,1,0
generated/inpainting/2250_inpainting.png,0,0,1
original/inpainting/2251_original.png,0,1,0
generated/inpainting/2251_inpainting.png,0,0,1
original/inpainting/2255_original.png,0,1,0
generated/inpainting/2255_inpainting.png,0,0,1
original/inpainting/2256_original.png,0,1,0
generated/inpainting/2256_inpainting.png,0,0,1
original/inpainting/2258_original.png,0,1,0
generated/inpainting/2258_inpainting.png,0,0,1
original/inpainting/2259_original.png,0,1,0
generated/inpainting/2259_inpainting.png,0,0,1
original/inpainting/2260_original.png,0,1,0
generated/inpainting/2260_inpainting.png,0,0,1
original/inpainting/2262_original.png,0,1,0
generated/inpainting/2262_inpainting.png,0,0,1
original/inpainting/2263_original.png,0,1,0
generated/inpainting/2263_inpainting.png,0,0,1
original/inpainting/2266_original.png,0,1,0
generated/inpainting/2266_inpainting.png,0,0,1
original/inpainting/2267_original.png,0,1,0
generated/inpainting/2267_inpainting.png,0,0,1
original/inpainting/2268_original.png,0,1,0
generated/inpainting/2268_inpainting.png,0,0,1
original/inpainting/2269_original.png,0,1,0
generated/inpainting/2269_inpainting.png,0,0,1
original/inpainting/2271_original.png,0,1,0
generated/inpainting/2271_inpainting.png,0,0,1
